Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,True Label,Predicted True Label
2017-06-21,2017,6,21,Wednesday,25,2017-25,243.46,243.59,242.41,242.95,55977600,218.41,-0.0002467697297567,218.29571428571427,214.5884,-,
2017-06-22,2017,6,22,Thursday,25,2017-25,242.96,243.53,242.64,242.84,44148100,218.31,-0.0004527906533836,218.2864285714286,214.7488,-,
2017-06-23,2017,6,23,Friday,25,2017-25,242.91,243.51,242.47,243.13,66986800,218.57,0.0011941726054358,218.30714285714288,214.9328,+,
2017-06-26,2017,6,26,Monday,26,2017-26,243.9,244.38,243.05,243.29,56700500,218.71,0.0006580535605054,218.3878571428572,215.1468,+,
2017-06-27,2017,6,27,Tuesday,26,2017-26,243.04,243.38,241.31,241.33,82247700,216.95,-0.0080560991155815,218.3142857142857,215.2888,-,
2017-06-28,2017,6,28,Wednesday,26,2017-26,242.5,243.72,242.23,243.49,70042600,218.89,0.0089503345614465,218.37142857142857,215.4822,+,
2017-06-29,2017,6,29,Thursday,26,2017-26,243.66,243.72,239.96,241.35,106949700,216.97,-0.0087888887711574,218.31500000000003,215.6448,-,
2017-06-30,2017,6,30,Friday,26,2017-26,242.28,242.71,241.58,241.8,86820700,217.37,0.0018643111462091,218.2907142857143,215.7814,+,
2017-07-03,2017,7,3,Monday,27,2017-27,242.88,243.38,242.21,242.21,39153800,217.74,0.0016957395290171,218.21642857142857,215.9388,+,
2017-07-05,2017,7,5,Wednesday,27,2017-27,242.63,243.01,241.7,242.77,54427600,218.24,0.0023121461816826,218.19785714285717,216.06,+,
2017-07-06,2017,7,6,Thursday,27,2017-27,241.89,242.03,240.34,240.55,65400800,216.25,-0.0091446790371123,218.06714285714287,216.1168,-,
2017-07-07,2017,7,7,Friday,27,2017-27,241.21,242.28,240.56,242.11,57972300,217.65,0.006485084946731,218.03285714285715,216.2042,+,
2017-07-10,2017,7,10,Monday,28,2017-28,242.11,242.8,241.76,242.37,36663300,217.88,0.0010738248446346,217.88571428571427,216.2928,+,
2017-07-11,2017,7,11,Tuesday,28,2017-28,242.37,242.55,240.85,242.19,50354600,217.72,-0.000742614369546,217.83285714285716,216.3874,-,
2017-07-12,2017,7,12,Wednesday,28,2017-28,243.3,244.2,243.3,244.01,59610400,219.36,0.0075147816777418,217.9007142857143,216.504,+,
2017-07-13,2017,7,13,Thursday,28,2017-28,244.02,244.55,243.76,244.42,39471600,219.73,0.0016804508432999,218.00214285714284,216.6264,+,
2017-07-14,2017,7,14,Friday,28,2017-28,244.42,245.97,244.31,245.56,60262700,220.75,0.0046641465849244,218.15785714285715,216.7744,+,
2017-07-17,2017,7,17,Monday,29,2017-29,245.47,245.91,245.33,245.53,33531900,220.73,-0.000122207256595,218.30214285714283,216.917,-,
2017-07-18,2017,7,18,Tuesday,29,2017-29,245.06,245.72,244.67,245.66,42742500,220.84,0.0005294681993477,218.58,217.045,+,
2017-07-19,2017,7,19,Wednesday,29,2017-29,246.02,247.0,246.01,246.99,51034300,222.04,0.0054139685321412,218.805,217.1978,+,
2017-07-20,2017,7,20,Thursday,29,2017-29,247.28,247.42,246.47,247.1,47135200,222.14,0.0004454531547799,219.17428571428567,217.35640000000004,+,
2017-07-21,2017,7,21,Friday,29,2017-29,246.44,246.91,246.18,246.88,82340800,221.94,-0.000890234865389,219.50071428571428,217.5034,-,
2017-07-24,2017,7,24,Monday,30,2017-30,246.79,246.98,246.28,246.82,46622300,221.89,-0.0002432451683039,219.7971428571429,217.6582,-,
2017-07-25,2017,7,25,Tuesday,30,2017-30,247.68,247.8,247.16,247.42,54915600,222.42,0.0024309804422637,220.09571428571425,217.8308,+,
2017-07-26,2017,7,26,Wednesday,30,2017-30,247.75,247.79,247.13,247.43,47575400,222.43,4.0406651442559394e-05,220.53714285714287,217.9798,+,
2017-07-27,2017,7,27,Thursday,30,2017-30,247.96,248.0,245.68,247.2,70766600,222.23,-0.0009297270287692,220.8642857142857,218.1288,-,
2017-07-28,2017,7,28,Friday,30,2017-30,246.65,247.06,246.13,246.91,50088400,221.97,-0.0011729046260039,221.15642857142856,218.3488,-,
2017-07-31,2017,7,31,Monday,31,2017-31,247.37,247.48,246.53,246.77,65838700,221.84,-0.0005671365215159,221.45071428571427,218.5492,-,
2017-08-01,2017,8,1,Tuesday,31,2017-31,247.46,247.5,246.72,247.32,55050400,222.33,0.002228976390431,221.66285714285712,218.7318,+,
2017-08-02,2017,8,2,Wednesday,31,2017-31,247.47,247.6,246.37,247.44,47211200,222.44,0.0004851444500613,221.85642857142855,218.895,+,
2017-08-03,2017,8,3,Thursday,31,2017-31,247.31,247.34,246.64,246.96,40856000,222.01,-0.0019399111825246,221.94642857142853,219.0402,-,
2017-08-04,2017,8,4,Friday,31,2017-31,247.52,247.79,246.97,247.41,60191800,222.42,0.0018223047378205,222.06714285714287,219.1836,+,
2017-08-07,2017,8,7,Monday,32,2017-32,247.49,247.87,247.37,247.87,31995000,222.83,0.0018591238428671,222.2092857142857,219.31460000000004,+,
2017-08-08,2017,8,8,Tuesday,32,2017-32,247.51,248.91,246.83,247.26,61719400,222.28,-0.0024608102814975,222.22642857142856,219.4354,-,
2017-08-09,2017,8,9,Wednesday,32,2017-32,246.47,247.31,246.06,247.25,62632600,222.27,-4.043279150189871e-05,222.2357142857143,219.5598,-,
2017-08-10,2017,8,10,Thursday,32,2017-32,246.29,246.44,243.7,243.76,120479500,219.13,-0.0141155964644247,222.03500000000005,219.6224,-,
2017-08-11,2017,8,11,Friday,32,2017-32,244.02,244.8,243.75,244.12,74869900,219.46,0.0014768985492552,221.86142857142855,219.6574,+,
2017-08-14,2017,8,14,Monday,33,2017-33,245.59,246.79,245.55,246.54,73291900,221.63,0.009913097868462,221.805,219.7212,+,
2017-08-15,2017,8,15,Tuesday,33,2017-33,246.98,247.0,246.16,246.51,55242700,221.61,-0.0001215838115905,221.74642857142857,219.7878,-,
2017-08-16,2017,8,16,Wednesday,33,2017-33,247.11,247.57,246.45,246.94,56715500,221.99,0.0017445198349619,221.7292857142857,219.876,+,
2017-08-17,2017,8,17,Thursday,33,2017-33,246.24,246.6,243.09,243.09,128490400,218.53,-0.0155907847734444,221.48357142857145,219.887,-,
2017-08-18,2017,8,18,Friday,33,2017-33,242.9,244.19,242.2,242.71,136748000,218.19,-0.0015633611272733,221.22285714285712,219.889,-,
2017-08-21,2017,8,21,Monday,34,2017-34,242.64,243.2,241.83,242.9,65469700,218.36,0.000782764659319,220.9392857142857,219.901,+,
2017-08-22,2017,8,22,Tuesday,34,2017-34,243.57,245.62,243.55,245.44,63140100,220.64,0.0104569997854724,220.81071428571428,219.9596,+,
2017-08-23,2017,8,23,Wednesday,34,2017-34,244.33,245.05,244.16,244.56,50203800,219.85,-0.0035853004341931,220.65642857142856,219.981,-,
2017-08-24,2017,8,24,Thursday,34,2017-34,245.0,245.18,243.75,243.99,50741700,219.34,-0.0023307381413407,220.4364285714286,219.9978,-,
2017-08-25,2017,8,25,Friday,34,2017-34,244.9,245.61,244.39,244.56,64445900,219.85,0.0023361831725663,220.22357142857143,220.0332,+,
2017-08-28,2017,8,28,Monday,35,2017-35,245.17,245.2,244.09,244.57,40565600,219.86,4.087918424300341e-05,220.0507142857143,220.06780000000003,+,
2017-08-29,2017,8,29,Tuesday,35,2017-35,243.06,245.15,242.93,244.85,51135700,220.11,0.0011447785743532,219.89642857142857,220.0712,+,
2017-08-30,2017,8,30,Wednesday,35,2017-35,244.83,246.32,244.62,246.01,62030800,221.16,0.0047373399480568,220.04142857142853,220.1252,+,
2017-08-31,2017,8,31,Thursday,35,2017-35,246.72,247.77,246.05,247.49,103803900,222.49,0.0060163934301811,220.25785714285712,220.2068,+,
2017-09-01,2017,9,1,Friday,35,2017-35,247.92,248.33,247.67,247.84,62007000,222.8,0.0014141070396525,220.3414285714286,220.2966,+,
2017-09-05,2017,9,5,Tuesday,36,2017-36,247.26,247.52,244.95,246.06,91398800,221.2,-0.0071821817297229,220.31214285714285,220.3492,-,
2017-09-06,2017,9,6,Wednesday,36,2017-36,246.84,247.28,246.23,246.9,57916900,221.96,0.0034138158934449,220.31,220.4142,+,
2017-09-07,2017,9,7,Thursday,36,2017-36,247.25,247.27,246.4,246.87,58034700,221.93,-0.0001213377816978,220.5528571428572,220.5138,-,
2017-09-08,2017,9,8,Friday,36,2017-36,246.54,247.11,246.3,246.58,63832800,221.67,-0.0011747472653573,220.8014285714286,220.5694,-,
2017-09-11,2017,9,11,Monday,37,2017-37,248.04,249.3,248.02,249.21,71364800,224.03,0.0106659046999655,221.20642857142855,220.7106,+,
2017-09-12,2017,9,12,Tuesday,37,2017-37,249.63,250.09,249.42,250.05,56896000,224.79,0.0033705287726022,221.50285714285715,220.859,+,
2017-09-13,2017,9,13,Wednesday,37,2017-37,249.72,250.21,249.59,250.17,59228000,224.9,0.0004799157303274,221.86357142857145,221.0022,+,
2017-09-14,2017,9,14,Thursday,37,2017-37,249.8,250.32,249.6,250.09,95446300,224.82,-0.0003199034278381,222.255,221.1338,-,
2017-09-15,2017,9,15,Friday,37,2017-37,248.69,249.29,248.57,249.19,95432400,225.13,0.0013463997956306,222.63214285714284,221.3114,+,
2017-09-18,2017,9,18,Monday,38,2017-38,249.61,250.12,249.28,249.72,46235200,225.61,0.0021268208518587,223.04285714285717,221.4706,+,
2017-09-19,2017,9,19,Tuesday,38,2017-38,250.0,250.07,249.6,249.97,47108100,225.83,0.0010011278074713,223.45142857142852,221.62960000000004,+,
2017-09-20,2017,9,20,Wednesday,38,2017-38,250.07,250.19,248.92,250.06,59574100,225.91,0.0003604023127639,223.7907142857143,221.7934,+,
2017-09-21,2017,9,21,Thursday,38,2017-38,249.88,249.98,249.19,249.39,48211400,225.31,-0.0026795518221283,223.99214285714285,221.9124,-,
2017-09-22,2017,9,22,Friday,38,2017-38,249.05,249.63,249.02,249.44,51214000,225.35,0.0002004633819432,224.17428571428573,222.0248,+,
2017-09-25,2017,9,25,Monday,39,2017-39,249.15,249.55,248.08,248.93,57064400,224.89,-0.0020447229484366,224.43785714285715,222.1076,-,
2017-09-26,2017,9,26,Tuesday,39,2017-39,249.42,249.7,248.81,249.08,54082000,225.03,0.0006027051098849,224.65714285714287,222.1936,+,
2017-09-27,2017,9,27,Wednesday,39,2017-39,249.88,250.49,248.87,250.05,81001400,225.9,0.0038943045956334,224.94071428571428,222.2948,+,
2017-09-28,2017,9,28,Thursday,39,2017-39,249.73,250.44,249.63,250.35,44778800,226.18,0.001199605670163,225.26285714285717,222.37760000000003,+,
2017-09-29,2017,9,29,Friday,39,2017-39,250.34,251.32,250.13,251.23,85578000,226.97,0.0035153692412781,225.47285714285712,222.4742,+,
2017-10-02,2017,10,2,Monday,40,2017-40,251.49,252.32,251.29,252.32,59023000,227.96,0.0043384983339531,225.6992857142857,222.5946,+,
2017-10-03,2017,10,3,Tuesday,40,2017-40,252.32,252.89,252.23,252.86,66810200,228.44,0.0021401319181277,225.9521428571429,222.7256,+,
2017-10-04,2017,10,4,Wednesday,40,2017-40,252.69,253.44,252.56,253.16,55953600,228.71,0.0011864750263137,226.23,222.8514,+,
2017-10-05,2017,10,5,Thursday,40,2017-40,253.54,254.68,253.2,254.66,63522800,230.07,0.0059250779955248,226.5828571428572,223.00420000000005,+,
2017-10-06,2017,10,6,Friday,40,2017-40,254.15,254.7,253.85,254.37,80646000,229.81,-0.0011388257129084,226.88285714285715,223.1558,-,
2017-10-09,2017,10,9,Monday,41,2017-41,254.63,254.7,253.65,253.95,35803100,229.43,-0.0016510585439225,227.14,223.305,-,
2017-10-10,2017,10,10,Tuesday,41,2017-41,254.6,255.05,253.98,254.62,43057400,230.03,0.0026383741443325,227.4342857142857,223.4688,+,
2017-10-11,2017,10,11,Wednesday,41,2017-41,254.51,255.02,254.32,255.02,47674300,230.39,0.0015708325691214,227.7971428571429,223.63,+,
2017-10-12,2017,10,12,Thursday,41,2017-41,254.66,255.06,254.37,254.64,47065100,230.05,-0.0014899537893782,228.13285714285715,223.7822,-,
2017-10-13,2017,10,13,Friday,41,2017-41,255.14,255.27,254.64,254.95,54800400,230.33,0.0012172482323469,228.52142857142857,223.9486,+,
2017-10-16,2017,10,16,Monday,42,2017-42,255.21,255.51,254.82,255.29,38221700,230.64,0.0013337545771008,228.9221428571429,224.113,+,
2017-10-17,2017,10,17,Tuesday,42,2017-42,255.23,255.52,254.98,255.47,31561000,230.8,0.0007049897208846,229.27214285714285,224.2724,+,
2017-10-18,2017,10,18,Wednesday,42,2017-42,255.9,255.95,255.5,255.72,40888300,231.03,0.000978594808727,229.6185714285714,224.4474,+,
2017-10-19,2017,10,19,Thursday,42,2017-42,254.83,255.83,254.35,255.79,61903800,231.09,0.000273767728194,229.91285714285715,224.6238,+,
2017-10-20,2017,10,20,Friday,42,2017-42,256.7,257.14,255.77,257.11,89176400,232.28,0.0051603473343213,230.2214285714286,224.8868,+,
2017-10-23,2017,10,23,Monday,43,2017-43,257.48,257.51,256.02,256.11,63915300,231.38,-0.0038894770755761,230.43142857142857,225.1252,-,
2017-10-24,2017,10,24,Tuesday,43,2017-43,256.6,256.83,256.15,256.56,66935900,231.79,0.0017572934238831,230.65142857142857,225.3284,+,
2017-10-25,2017,10,25,Wednesday,43,2017-43,256.18,256.31,254.0,255.29,103715300,230.64,-0.0049500645378661,230.69214285714287,225.509,-,
2017-10-26,2017,10,26,Thursday,43,2017-43,255.99,256.3,255.48,255.62,69798000,230.94,0.0012924811549552,230.7728571428572,225.688,+,
2017-10-27,2017,10,27,Friday,43,2017-43,256.47,257.89,255.63,257.71,85562500,232.82,0.0081760727866186,231.015,225.9738,+,
2017-10-30,2017,10,30,Monday,44,2017-44,256.47,257.6,256.41,256.75,54285700,231.96,-0.0037249010249572,231.15285714285716,226.2492,-,
2017-10-31,2017,10,31,Tuesday,44,2017-44,257.18,257.44,256.81,257.15,60304800,232.32,0.0015578010566812,231.2907142857143,226.5284,+,
2017-11-01,2017,11,1,Wednesday,44,2017-44,258.04,258.43,257.07,257.49,54202700,232.63,0.0013222782673267,231.475,226.7682,+,
2017-11-02,2017,11,2,Thursday,44,2017-44,257.41,257.75,256.19,257.59,56449500,232.72,0.0003882490479567,231.6457142857143,227.02560000000005,+,
2017-11-03,2017,11,3,Friday,44,2017-44,257.77,258.5,257.3,258.45,59589700,233.49,0.0033385377025205,231.8492857142857,227.3086,+,
2017-11-06,2017,11,6,Monday,45,2017-45,258.3,259.0,258.22,258.85,49652600,233.85,0.0015480775483009,232.06714285714287,227.5886,+,
2017-11-07,2017,11,7,Tuesday,45,2017-45,258.97,259.35,258.09,258.67,57502200,233.69,-0.0006954896073273,232.2571428571429,227.8652,-,
2017-11-08,2017,11,8,Wednesday,45,2017-45,258.47,259.22,258.15,259.11,50469600,234.09,0.001700985978994,232.47142857142856,228.14480000000003,+,
2017-11-09,2017,11,9,Thursday,45,2017-45,257.73,258.39,256.36,258.17,95085500,233.24,-0.0036277923506543,232.54,228.38640000000004,-,
2017-11-10,2017,11,10,Friday,45,2017-45,257.73,258.29,257.37,258.09,59984700,233.17,-0.0003100951475277,232.6678571428572,228.6,-,
2017-11-13,2017,11,13,Monday,46,2017-46,257.31,258.59,257.27,258.33,50228600,233.38,0.000929985038176,232.78142857142856,228.8116,+,
2017-11-14,2017,11,14,Tuesday,46,2017-46,257.41,257.85,256.52,257.73,61315200,232.84,-0.0023224428316986,232.9385714285714,229.0444,-,
2017-11-15,2017,11,15,Wednesday,46,2017-46,256.62,257.22,255.63,256.44,80811500,231.68,-0.0050053146941134,232.99142857142851,229.2388,-,
2017-11-16,2017,11,16,Thursday,46,2017-46,257.52,259.04,257.47,258.62,67777000,233.65,0.0085009083394207,233.0507142857143,229.4732,+,
2017-11-17,2017,11,17,Friday,46,2017-46,258.22,258.59,257.77,257.86,75756800,232.96,-0.0029386233473386,233.12214285714285,229.699,-,
2017-11-20,2017,11,20,Monday,47,2017-47,258.14,258.52,257.86,258.3,48075500,233.36,0.00170652588625,233.19642857142856,229.8856,+,
2017-11-21,2017,11,21,Tuesday,47,2017-47,259.18,260.2,258.26,259.99,69176800,234.88,0.0065425912173864,233.3571428571429,230.0874,+,
2017-11-22,2017,11,22,Wednesday,47,2017-47,260.0,260.15,259.57,259.76,45033400,234.68,-0.0008845356775607,233.49714285714285,230.283,-,
2017-11-24,2017,11,24,Friday,47,2017-47,260.32,260.48,260.16,260.36,27856500,235.22,0.0023098523378533,233.62071428571429,230.491,+,
2017-11-27,2017,11,27,Monday,48,2017-48,260.41,260.75,260.0,260.23,52274900,235.1,-0.0004991795162415,233.71,230.6904,-,
2017-11-28,2017,11,28,Tuesday,48,2017-48,260.76,262.9,260.65,262.87,98971700,237.49,0.0101446033032657,233.98142857142852,230.928,+,
2017-11-29,2017,11,29,Wednesday,48,2017-48,263.02,263.63,262.2,262.71,77512100,237.34,-0.0006085876263058,234.21357142857144,231.1582,-,
2017-11-30,2017,11,30,Thursday,48,2017-48,263.76,266.05,263.67,265.01,127894400,239.42,0.0087548032126918,234.655,231.4284,+,
2017-12-01,2017,12,1,Friday,48,2017-48,264.76,265.31,260.76,264.46,164390900,238.92,-0.0020752540580164,235.06571428571425,231.7006,-,
2017-12-04,2017,12,4,Monday,49,2017-49,266.31,266.8,264.08,264.14,94040600,238.63,-0.0012099848723151,235.44071428571428,231.9662,-,
2017-12-05,2017,12,5,Tuesday,49,2017-49,263.19,265.15,263.04,263.19,77994500,237.78,-0.0035964982897673,235.79357142857145,232.224,-,
2017-12-06,2017,12,6,Wednesday,49,2017-49,263.3,263.73,262.71,263.24,75898600,237.82,0.0001898240085016,236.2321428571429,232.4798,+,
2017-12-07,2017,12,7,Thursday,49,2017-49,264.07,264.43,262.94,264.07,77218600,238.57,0.0031530597730127,236.58357142857145,232.7332,+,
2017-12-08,2017,12,8,Friday,49,2017-49,265.16,265.52,264.03,265.51,76563900,239.87,0.0054531013710559,237.0771428571429,233.007,+,
2017-12-11,2017,12,11,Monday,50,2017-50,266.31,266.38,265.48,266.31,83077500,240.59,0.0030131903412262,237.59357142857144,233.2794,+,
2017-12-12,2017,12,12,Tuesday,50,2017-50,267.21,267.32,266.35,266.78,85195800,241.02,0.0017646965930036,238.03214285714284,233.5406,+,
2017-12-13,2017,12,13,Wednesday,50,2017-50,267.06,267.56,266.65,266.75,102905400,240.99,-0.0001125643604774,238.4828571428571,233.7916,-,
2017-12-14,2017,12,14,Thursday,50,2017-50,267.09,267.22,265.6,265.66,100666700,240.01,-0.004086267691468,238.825,234.0176,-,
2017-12-15,2017,12,15,Friday,50,2017-50,265.45,267.04,265.39,266.51,144610300,242.01,0.00832749860402,239.3185714285714,234.2564,+,
2017-12-18,2017,12,18,Monday,51,2017-51,268.1,268.6,267.98,268.2,83653600,243.54,0.0063413311297291,239.7507142857143,234.53100000000003,+,
2017-12-19,2017,12,19,Tuesday,51,2017-51,268.48,268.53,267.09,267.17,82382900,242.6,-0.0038406328162929,240.12642857142856,234.7944,-,
2017-12-20,2017,12,20,Wednesday,51,2017-51,268.27,268.33,266.69,267.03,76751500,242.48,-0.0005236691407297,240.345,235.0434,-,
2017-12-21,2017,12,21,Thursday,51,2017-51,267.74,268.39,267.3,267.58,67032300,242.98,0.0020594642535982,240.635,235.2952,+,
2017-12-22,2017,12,22,Friday,51,2017-51,267.6,267.64,266.9,267.51,78720900,242.91,-0.0002614961435284,240.94071428571428,235.5524,-,
2017-12-26,2017,12,26,Tuesday,52,2017-52,267.05,267.44,266.89,267.19,45244400,242.62,-0.001196324854869,241.28642857142856,235.79820000000004,-,
2017-12-27,2017,12,27,Wednesday,52,2017-52,267.38,267.73,267.01,267.32,57751000,242.74,0.0004866500165026,241.6378571428572,236.0402,+,
2017-12-28,2017,12,28,Thursday,52,2017-52,267.89,267.92,267.45,267.87,45116100,243.24,0.0020573560363086,241.97142857142856,236.289,+,
2017-12-29,2017,12,29,Friday,52,2017-52,268.53,268.55,266.64,266.86,96007400,242.32,-0.0037706516857682,242.14642857142857,236.5148,-,
2018-01-02,2018,1,2,Tuesday,0,2018-00,267.84,268.81,267.4,268.77,86655700,244.06,0.007157590472028,242.3942857142857,236.7742,+,
2018-01-03,2018,1,3,Wednesday,0,2018-00,268.96,270.64,268.96,270.47,90070400,245.6,0.0063249582420836,242.72142857142856,237.0406,+,
2018-01-04,2018,1,4,Thursday,0,2018-00,271.2,272.16,270.54,271.61,80636400,246.64,0.0042149048533781,243.125,237.3458,+,
2018-01-05,2018,1,5,Friday,0,2018-00,272.51,273.56,271.95,273.42,83524000,248.28,0.0066642418736593,243.71571428571428,237.6756,+,
2018-01-08,2018,1,8,Monday,1,2018-01,273.31,274.1,272.98,273.92,57319200,248.73,0.0018284344511687,244.1957142857143,238.0374,+,
2018-01-09,2018,1,9,Tuesday,1,2018-01,274.4,275.25,274.08,274.54,57254000,249.3,0.0022631060285203,244.60714285714283,238.4046,+,
2018-01-10,2018,1,10,Wednesday,1,2018-01,273.68,274.42,272.92,274.12,69574300,248.92,-0.0015296299000748,245.0585714285714,238.7266,-,
2018-01-11,2018,1,11,Thursday,1,2018-01,274.75,276.12,274.56,276.12,62361500,250.73,0.0072963513400521,245.64785714285716,239.102,+,
2018-01-12,2018,1,12,Friday,1,2018-01,276.42,278.11,276.08,277.92,90816100,252.37,0.0065188154824742,246.3185714285714,239.503,+,
2018-01-16,2018,1,16,Tuesday,2,2018-02,279.35,280.09,276.18,276.97,106555100,251.5,-0.0034182049919312,246.93214285714285,239.8804,-,
2018-01-17,2018,1,17,Wednesday,2,2018-02,278.03,280.05,276.97,279.61,113258800,253.9,0.009531592066182,247.73785714285717,240.304,+,
2018-01-18,2018,1,18,Thursday,2,2018-02,279.48,279.96,278.58,279.14,100728000,253.47,-0.0016809236678559,248.5042857142857,240.7036,-,
2018-01-19,2018,1,19,Friday,2,2018-02,279.8,280.41,279.14,280.41,140920100,254.63,0.0045498679213331,249.31785714285712,241.1192,+,
2018-01-22,2018,1,22,Monday,3,2018-03,280.17,282.69,280.11,282.69,91322400,256.7,0.0081308676457123,250.345,241.5794,+,
2018-01-23,2018,1,23,Tuesday,3,2018-03,282.74,283.62,282.37,283.29,97084700,257.24,0.0021225760945431,251.28642857142856,242.0424,+,
2018-01-24,2018,1,24,Wednesday,3,2018-03,284.02,284.7,281.84,283.18,134816100,257.14,-0.0003882870419965,252.1107142857143,242.5204,-,
2018-01-25,2018,1,25,Thursday,3,2018-03,284.16,284.27,282.4,283.3,84587300,257.25,0.0004235669870775,252.8685714285714,243.002,+,
2018-01-26,2018,1,26,Friday,3,2018-03,284.25,286.63,283.96,286.58,107743100,260.23,0.0115774992179369,253.72214285714284,243.539,+,
2018-01-29,2018,1,29,Monday,4,2018-04,285.93,286.43,284.5,284.68,90118300,258.51,-0.0066292406400632,254.42071428571427,244.0524,-,
2018-01-30,2018,1,30,Tuesday,4,2018-04,282.6,284.74,281.22,281.76,131796400,255.85,-0.0102573083757502,254.88857142857145,244.5358,-,
2018-01-31,2018,1,31,Wednesday,4,2018-04,282.73,283.3,280.68,281.9,108364800,255.98,0.0004967911051849,255.39285714285717,244.9824,+,
2018-02-01,2018,2,1,Thursday,4,2018-04,281.07,283.06,280.68,281.58,90102500,255.69,-0.0011350182979303,255.74714285714285,245.437,-,
2018-02-02,2018,2,2,Friday,4,2018-04,280.08,280.23,275.41,275.45,173174800,250.12,-0.0217701961580005,255.58642857142857,245.7722,-,
2018-02-05,2018,2,5,Monday,5,2018-05,273.45,275.85,263.31,263.93,294681800,239.66,-0.0418225268161204,254.74071428571432,245.8678,-,
2018-02-06,2018,2,6,Tuesday,5,2018-05,259.94,269.7,258.7,269.13,355026800,244.38,0.0197022386852865,254.06071428571428,246.0618,+,
2018-02-07,2018,2,7,Wednesday,5,2018-05,268.5,272.36,267.58,267.67,167376100,243.06,-0.0054248272071031,253.31714285714284,246.2186,-,
2018-02-08,2018,2,8,Thursday,5,2018-05,268.01,268.17,257.59,257.63,246449500,233.94,-0.0375088752604508,251.8392857142857,246.1954,-,
2018-02-09,2018,2,9,Friday,5,2018-05,260.8,263.61,252.92,261.5,283565300,237.46,0.0150214977184091,250.465,246.1948,+,
2018-02-12,2018,2,12,Monday,6,2018-06,263.83,267.01,261.66,265.34,143736000,240.94,0.0146846172239165,249.3007142857143,246.2668,+,
2018-02-13,2018,2,13,Tuesday,6,2018-06,263.97,266.62,263.31,266.0,81223600,241.54,0.0024871992264692,248.1864285714285,246.3092,+,
2018-02-14,2018,2,14,Wednesday,6,2018-06,264.31,270.0,264.3,269.59,120735700,244.8,0.0134962538201861,247.2971428571429,246.4268,+,
2018-02-15,2018,2,15,Thursday,6,2018-06,271.57,273.04,268.77,273.03,111200300,247.93,0.0127602259076773,246.41857142857145,246.6128,+,
2018-02-16,2018,2,16,Friday,6,2018-06,272.32,275.32,272.27,273.11,160420100,248.0,0.0002930191465639,245.66785714285717,246.8172,+,
2018-02-20,2018,2,20,Tuesday,7,2018-07,272.03,273.67,270.5,271.4,86369700,246.45,-0.0062610572942117,244.9964285714286,246.9898,-,
2018-02-21,2018,2,21,Wednesday,7,2018-07,271.9,274.72,269.94,270.05,98883700,245.22,-0.0049742165944753,244.22785714285715,247.1228,-,
2018-02-22,2018,2,22,Thursday,7,2018-07,271.1,273.05,269.64,270.4,110511300,245.54,0.0012955216082985,243.50285714285715,247.2362,+,
2018-02-23,2018,2,23,Friday,7,2018-07,271.79,274.71,271.25,274.71,92766400,249.45,0.0159395290713453,243.455,247.4134,+,
2018-02-26,2018,2,26,Monday,8,2018-08,275.93,278.01,275.26,277.9,86491400,252.35,0.0116125100845305,244.36142857142855,247.64,+,
2018-02-27,2018,2,27,Tuesday,8,2018-08,278.11,278.92,274.36,274.43,99099200,249.2,-0.0124864092486707,244.7057142857143,247.8042,-,
2018-02-28,2018,2,28,Wednesday,8,2018-08,275.68,276.19,271.29,271.65,121907800,246.67,-0.0101304835922844,244.96357142857144,247.93740000000005,-,
2018-03-01,2018,3,1,Thursday,8,2018-08,271.41,273.17,266.0,267.7,176855100,243.09,-0.014540370236046,245.61714285714288,247.959,-,
2018-03-02,2018,3,2,Friday,8,2018-08,265.8,269.72,264.82,269.08,139083200,244.34,0.0051549510893862,246.10857142857145,247.975,+,
2018-03-05,2018,3,5,Monday,9,2018-09,267.73,272.89,267.61,272.19,97307400,247.16,0.011557906531191,246.55285714285716,248.06620000000004,+,
2018-03-06,2018,3,6,Tuesday,9,2018-09,273.3,273.39,271.18,272.88,79213200,247.79,0.0025350507201524,246.9992857142857,248.1724,+,
2018-03-07,2018,3,7,Wednesday,9,2018-09,270.42,273.18,270.2,272.78,87063500,247.7,-0.0003663366598803,247.20642857142855,248.2668,-,
2018-03-08,2018,3,8,Thursday,9,2018-09,273.55,274.24,272.42,274.1,66901200,248.9,0.0048389068041494,247.2757142857143,248.3866,+,
2018-03-09,2018,3,9,Friday,9,2018-09,275.7,278.87,275.34,278.87,113625300,253.23,0.0174026559851316,247.64928571428567,248.5988,+,
2018-03-12,2018,3,12,Monday,10,2018-10,279.2,279.91,278.08,278.52,71924800,252.91,-0.0012554509075309,248.11071428571427,248.8022,-,
2018-03-13,2018,3,13,Tuesday,10,2018-10,279.84,280.41,276.03,276.72,91968900,251.28,-0.0064627039753611,248.54357142857145,248.963,-,
2018-03-14,2018,3,14,Wednesday,10,2018-10,277.81,278.02,274.67,275.3,105895100,249.99,-0.0051315674255957,248.86142857142855,249.1164,-,
2018-03-15,2018,3,15,Thursday,10,2018-10,275.88,276.61,274.43,275.0,83433000,249.71,-0.0010897766873364,248.88,249.22940000000003,-,
